img_url,card_name,double-sided,cost
https://cards.scryfall.io/large/front/7/9/79b2c547-0d9e-4fd7-a399-347ad908c70b.jpg?1702429390,"Fblthp, the Lost (Ravnica Remastered #44)",False,2
https://cards.scryfall.io/large/front/d/7/d763695b-c184-409d-962d-5aaf39a6264e.jpg?1706448890,"Feather, Radiant Arbiter (Murders at Karlov Manor Commander #6)",False,3
https://cards.scryfall.io/large/front/e/4/e4a2d2c6-8eaa-4760-b620-921b807baa2e.jpg?1557577142,"Feather, the Redeemed (War of the Spark #197)",False,3
https://cards.scryfall.io/large/front/0/3/0360f1ff-15c9-48e3-89eb-fbc4bf140c55.jpg?1690023788,Feldon of the Third Path (March of the Machine Commander #277),False,3
https://cards.scryfall.io/large/front/5/c/5ca4cb0e-63ad-4275-a27f-da476260b467.jpg?1674421139,"Feldon, Ronom Excavator (The Brothers' War #135)",False,2
https://cards.scryfall.io/large/front/1/8/18b8abf0-e8c3-4c19-bdf1-18aabe75a3de.jpg?1674142459,"Felisa, Fang of Silverquill (Commander Legends: Battle for Baldur's Gate #845)",False,4
https://cards.scryfall.io/large/front/8/8/88e833a9-d82f-4942-a488-67d9c02817db.jpg?1674135530,Feywild Visitor (Commander Legends: Battle for Baldur's Gate #70),False,3
https://cards.scryfall.io/large/front/4/d/4d5edf4f-5695-42fc-9e57-c4faef60fbc3.jpg?1673148634,Firesong and Sunspeaker (Double Masters 2022 #215),False,6
https://cards.scryfall.io/large/front/d/f/df87077c-85d8-499e-bce0-27697caada5a.jpg?1631051364,"Firja, Judge of Valor (Kaldheim #209)",False,5
https://cards.scryfall.io/large/front/b/5/b55e624b-6f6a-42ae-89aa-0cc62ee55a31.jpg?1674140684,"Firkraag, Cunning Instigator (Commander Legends: Battle for Baldur's Gate #648)",False,5
https://cards.scryfall.io/large/front/8/7/876d9732-9201-4327-8748-7c87ec55453f.jpg?1674092884,"Flamewar, Brash Veteran // Flamewar, Streetwise Operative (Transformers #10)",True,3
https://cards.scryfall.io/large/front/e/c/ec122c9f-5513-4ba7-ae04-3c2060121d73.jpg?1674135015,Flaming Fist (Commander Legends: Battle for Baldur's Gate #18),False,3
https://cards.scryfall.io/large/front/5/3/53289e69-74da-46d2-91c2-a11378ba76ef.jpg?1636684231,"Florian, Voldaren Scion (Innistrad: Midnight Hunt #223)",False,3
https://cards.scryfall.io/large/front/4/c/4c974d9a-40a6-4072-90b2-01c3b3461a75.jpg?1673913534,Fluros of Myra's Marvels (Unfinity #46),False,4
https://cards.scryfall.io/large/front/a/8/a8b3aae8-fc36-45ed-84ed-efb8f543cada.jpg?1674140702,Folk Hero (Commander Legends: Battle for Baldur's Gate #650),False,2
https://cards.scryfall.io/large/front/2/0/2091e863-30f3-475e-9a61-e76fc4cf1ce2.jpg?1682347182,"Forge, Neverwinter Charlatan (Secret Lair Drop #1239)",False,4
https://cards.scryfall.io/large/front/5/1/5182b527-739e-4523-8611-01244ced26ac.jpg?1701084734,"Francisco, Fowl Marauder (The Lost Caverns of Ixalan Commander #81)",False,2
https://cards.scryfall.io/large/front/4/4/440c3e8b-d9c6-46cd-9f39-86db077fb89d.jpg?1583965356,Frankie Peanuts (Unsanctioned #5),False,4
https://cards.scryfall.io/large/front/5/2/52311be7-b484-4b14-a091-904c6b0c83d1.jpg?1689998532,"Freyalise, Llanowar's Fury (Commander Masters #290)",False,5
https://cards.scryfall.io/large/front/3/2/328df403-7428-4b17-bdd1-9759fc0f32d8.jpg?1686963703,"Frodo, Adventurous Hobbit (Tales of Middle-earth Commander #2)",False,2
https://cards.scryfall.io/large/front/d/e/de1c0399-9db8-4901-b72e-0010eb9b92b0.jpg?1686969787,Frodo Baggins (The Lord of the Rings: Tales of Middle-earth #205),False,2
https://cards.scryfall.io/large/front/8/3/83d1b37c-a8c6-4690-8701-3395397711e7.jpg?1687424782,"Frodo, Determined Hero (The Lord of the Rings: Tales of Middle-earth #289)",False,2
https://cards.scryfall.io/large/front/7/d/7d86dc2e-6f0c-4714-9d30-5d099d3b895c.jpg?1686967812,"Frodo, Sauron's Bane (The Lord of the Rings: Tales of Middle-earth #18)",False,1
https://cards.scryfall.io/large/front/d/3/d3ee3011-3d17-435d-a483-79b0419b589b.jpg?1591320621,Fumiko the Lowblood (Commander 2020 #152),False,4
https://cards.scryfall.io/large/front/7/d/7d7a8a90-13c1-4b0c-ab2e-fc8d91ccefd9.jpg?1631050242,"Fynn, the Fangbearer (Kaldheim #170)",False,2
https://cards.scryfall.io/large/front/2/e/2e349074-1402-44cf-be19-33a661cff3b6.jpg?1562904707,Gabriel Angelfire (Masters Edition III #148),False,7
https://cards.scryfall.io/large/front/f/4/f40cfba1-08b5-4241-bd36-8ae18e584557.jpg?1559959266,Gaddock Teeg (Ultimate Masters #199),False,2
https://cards.scryfall.io/large/front/4/4/44b83bb7-00c8-4078-b27f-42a830a544b5.jpg?1594736636,"Gadrak, the Crown-Scourge (Core Set 2021 #146)",False,3
https://cards.scryfall.io/large/front/6/2/62ddce0d-f22a-4fcd-9a4a-d71938750ba1.jpg?1572489894,"Gadwick, the Wizened (Throne of Eldraine #48)",False,3
https://cards.scryfall.io/large/front/c/6/c658f583-c115-43c7-9986-2c6010549313.jpg?1673485071,"Gahiji, Honored One (New Capenna Commander #340)",False,5
https://cards.scryfall.io/large/front/8/f/8fa46d54-563d-4b5c-9c69-5ab37dd529b3.jpg?1686963714,"Galadriel, Elven-Queen (Tales of Middle-earth Commander #3)",False,4
https://cards.scryfall.io/large/front/8/2/8229264e-af6c-4f1f-b86a-257889ace9ce.jpg?1687424896,"Galadriel, Gift-Giver (The Lord of the Rings: Tales of Middle-earth #296)",False,5
https://cards.scryfall.io/large/front/f/4/f485596f-3a23-4714-ad7e-4c493ab1b530.jpg?1695428241,"Galadriel, Light of Valinor (Tales of Middle-earth Commander #498)",False,5
https://cards.scryfall.io/large/front/a/6/a6e5c3b3-9a70-4a1c-bfb3-db27e51c4b8d.jpg?1686969798,Galadriel of Lothlórien (The Lord of the Rings: Tales of Middle-earth #206),False,3
https://cards.scryfall.io/large/front/0/6/06c9158c-064b-4d12-b860-d2c1450d1897.jpg?1627429083,Galazeth Prismari (Strixhaven: School of Mages #189),False,4
https://cards.scryfall.io/large/front/1/e/1efbea01-c6a1-4380-a14f-6206c7895e48.jpg?1632335378,"Galea, Kindler of Hope (Forgotten Realms Commander #1)",False,4
https://cards.scryfall.io/large/front/4/7/476144ef-fda4-4b93-b4ed-5acee54a1b65.jpg?1656631750,"Gale, Conduit of the Arcane (Alchemy Horizons: Baldur's Gate #6)",False,4
https://cards.scryfall.io/large/front/6/7/67edf31f-ed67-4617-bf73-28a939a232a7.jpg?1674135550,"Gale, Waterdeep Prodigy (Commander Legends: Battle for Baldur's Gate #72)",False,3
https://cards.scryfall.io/large/front/0/7/0744f08e-a588-4efe-ad56-5e9ed91dda40.jpg?1581481059,Gallia of the Endless Dance (Theros Beyond Death #217),False,2
https://cards.scryfall.io/large/front/8/d/8df86192-6374-42ac-94bc-95e2e8284bd6.jpg?1562802094,Gallowbraid (Weatherlight #70),False,5
https://cards.scryfall.io/large/front/9/f/9f5bb319-29b2-4a7c-82e9-f8b5e47909a1.jpg?1674136563,"Ganax, Astral Hunter (Commander Legends: Battle for Baldur's Gate #176)",False,5
